feeder_code,lt_consumer_count,ht_consumer_count,lt_consumption,ht_consumption,lt_billed_amount,ht_billed_amount,lt_collected_amount,ht_collected_amount,month_date,month_name,month_number,si_no,region,circle,subdivision,section,substation_code,substation_name,feeder_line_length_km,manufacturer_name,msn,mf,mect,mept,mode,voltage_level,feeder_category,is_nfms_feeder,lat,long,dcu_no,division,feeder_name,year,month,Total_Billed_Amount,Total_Collection,Revenue_Gap,Total_Consumption
220504,1896.0,1.0,1813201.0,237176.0,20112789.0,995445.0,19865812.0,995445.0,2025-06-01,June,6,2.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2205.0,VALUVAR KOTTAM 110 KV,3.48,HPL,05022115,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,Mylapore,220504-11 KV NUNGAMBAKKAM,2025,6,21108234.0,20861257.0,246977.0,2050377.0
220502,89.0,0.0,185619.0,,2261662.0,,1894683.0,,2025-06-01,June,6,169.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR NORTH,2205.0,VALUVAR KOTTAM 110 KV,,HPL,05022114,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0525674,80.2426366,00455H21,TNagar,220502-11 KV  VALLUVAR KOTTAM,2025,6,2261662.0,1894683.0,366979.0,185619.0
225603,2430.0,0.0,19326.0,,286146.0,,154524.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,286146.0,154524.0,131622.0,19326.0
225803,1750.0,0.0,15139.0,,140890.0,,141025.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,140890.0,141025.0,-135.0,15139.0
225802,2000.0,0.0,1067393.0,,7589513.0,,7549635.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,7589513.0,7549635.0,39878.0,1067393.0
225805,1371.0,0.0,377460.0,,2796031.0,,2807304.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,2796031.0,2807304.0,-11273.0,377460.0
225602,925.0,0.0,11767.0,,188853.0,,61544.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,188853.0,61544.0,127309.0,11767.0
225905,33.0,0.0,48460.0,,612777.0,,443569.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,612777.0,443569.0,169208.0,48460.0
222619,37.0,0.0,98752.0,,1231957.0,,1213519.0,,2025-06-01,June,6,180.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR CENTRAL,2226.0,MAMBALAM 33 KV,1.671,HPL,05021957,200.0,100.0,200.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,11KV MHU,2025,6,1231957.0,1213519.0,18438.0,98752.0
225601,1890.0,0.0,618646.0,,7784479.0,,7710612.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,7784479.0,7710612.0,73867.0,618646.0
225605,2732.0,0.0,711655.0,,4452477.0,,4397199.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,4452477.0,4397199.0,55278.0,711655.0
225801,3239.0,0.0,784941.0,,6726423.0,,6699004.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,6726423.0,6699004.0,27419.0,784941.0
225804,979.0,0.0,105046.0,,736402.0,,730631.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,736402.0,730631.0,5771.0,105046.0
223713,22.0,0.0,3477.0,,13282.0,,13282.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,13282.0,13282.0,0.0,3477.0
225806,972.0,0.0,255301.0,,2260654.0,,2264618.0,,2025-06-01,June,6,,,,,,,,,,,,,,,,,,,,,,,2025,6,2260654.0,2264618.0,-3964.0,255301.0
926507,965.0,0.0,497122.0,,3345155.0,,3293500.0,,2025-07-01,July,7,,,,,,,,,,,,,,,,,,,,,,,2025,7,3345155.0,3293500.0,51655.0,497122.0
926503,1.0,0.0,1051.0,,7469.0,,7469.0,,2025-07-01,July,7,,,,,,,,,,,,,,,,,,,,,,,2025,7,7469.0,7469.0,0.0,1051.0
920727,2779.0,0.0,1181747.0,,9055195.0,,9162385.0,,2025-07-01,July,7,238.0,Chennai South,South I Chennai,Kodambakkam,Rangarajapuram,9207.0,KODAMBAKKAM 110 KV ,4.651,L and T,19407228,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.052806,80.220329,,KK Nagar,920727-RANGARAJAPURAM,2025,7,9055195.0,9162385.0,-107190.0,1181747.0
920705,461.0,0.0,115455.0,,1419623.0,,1408627.0,,2025-07-01,July,7,241.0,Chennai South,South I Chennai,Kodambakkam,Rangarajapuram,9207.0,KODAMBAKKAM 110 KV ,2.851,L and T,19407257,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.052806,80.220329,,KK Nagar,920705-NUNGAMBAKKAM,2025,7,1419623.0,1408627.0,10996.0,115455.0
920704,1186.0,0.0,110988.0,,1273683.0,,1274176.0,,2025-07-01,July,7,240.0,Chennai South,South I Chennai,Kodambakkam,Rangarajapuram,9207.0,KODAMBAKKAM 110 KV ,3.739,L and T,19407230,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.052806,80.220329,,KK Nagar,920704-0.25 MAMBALAM,2025,7,1273683.0,1274176.0,-493.0,110988.0
920701,1158.0,0.0,395170.0,,3697014.0,,3725685.0,,2025-07-01,July,7,239.0,Chennai South,South I Chennai,Kodambakkam,Rangarajapuram,9207.0,KODAMBAKKAM 110 KV ,4.09,L and T,19407226,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.05317126,80.2276499,,KK Nagar,920701-0.1 MAMBALAM,2025,7,3697014.0,3725685.0,-28671.0,395170.0
225807,19.0,0.0,13962.0,,91504.0,,91862.0,,2025-07-01,July,7,,,,,,,,,,,,,,,,,,,,,,,2025,7,91504.0,91862.0,-358.0,13962.0
225607,771.0,0.0,558749.0,,5131609.0,,5082657.0,,2025-07-01,July,7,,,,,,,,,,,,,,,,,,,,,,,2025,7,5131609.0,5082657.0,48952.0,558749.0
225606,2992.0,0.0,259184.0,,2695563.0,,2662066.0,,2025-07-01,July,7,,,,,,,,,,,,,,,,,,,,,,,2025,7,2695563.0,2662066.0,33497.0,259184.0
223814,1178.0,0.0,368633.0,,3609304.0,,3598835.0,,2025-07-01,July,7,163.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR NORTH,2238.0,USMAN ROAD SS,2.046,GENUS,05074313,400.0,400.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223814-11 KV BHARATHI NAGAR,2025,7,3609304.0,3598835.0,10469.0,368633.0
223812,2086.0,0.0,297640.0,,2261058.0,,2242328.0,,2025-07-01,July,7,77.0,Chennai North,Chennai  Central,USMAN ROAD,USMANROAD,2238.0,USMAN ROAD SS,3.348,GENUS,19408775,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223812-11 KV PARTHASARATHY PURAM,2025,7,2261058.0,2242328.0,18730.0,297640.0
223810,2694.0,0.0,993307.0,,7127050.0,,7160921.0,,2025-07-01,July,7,201.0,Chennai South,South I Chennai,Kodambakkam,Rangarajapuram,2238.0,USMAN ROAD SS,3.719,GENUS,04323364,60000.0,600.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,KK Nagar,223810-11 KV BETA ,2025,7,7127050.0,7160921.0,-33871.0,993307.0
223809,143.0,3.0,185384.0,903161.0,2273097.0,5722048.0,2227825.0,5722048.0,2025-07-01,July,7,59.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2238.0,USMAN ROAD SS,2.041,GENUS,19408765,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223809-11 KV  CANARA BANK,2025,7,7995145.0,7949873.0,45272.0,1088545.0
223807,296.0,0.0,141242.0,,2239065.0,,2239065.0,,2025-07-01,July,7,175.0,Chennai North,Chennai  Central,T NAGAR SOUTH,T.NAGAR SOUTH,2238.0,USMAN ROAD SS,,GENUS,19408761,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223807-11 KV  USMAN ROAD,2025,7,2239065.0,2239065.0,0.0,141242.0
223806,570.0,3.0,731080.0,295910.0,7897317.0,3366050.0,7890638.0,3366050.0,2025-07-01,July,7,58.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2238.0,USMAN ROAD SS,3.452,GENUS,19408763,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223806-11 KV ARULAMBAL,2025,7,11263367.0,11256688.0,6679.0,1026990.0
223805,1282.0,1.0,1015012.0,45133.0,11369058.0,683001.0,10955858.0,683001.0,2025-07-01,July,7,57.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2238.0,USMAN ROAD SS,3.177,GENUS,19408762,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223805-11 kV ALPHA CENTER,2025,7,12052059.0,11638859.0,413200.0,1060145.0
223804,954.0,1.0,927997.0,67370.0,9354921.0,833608.0,9433657.0,833608.0,2025-07-01,July,7,56.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2238.0,USMAN ROAD SS,3.721,GENUS,19408980,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,Mylapore,223804-11 KV  RAJAN STREET,2025,7,10188529.0,10267265.0,-78736.0,995367.0
223803,1012.0,1.0,1387867.0,71778.0,15249139.0,435212.0,15069407.0,435212.0,2025-07-01,July,7,55.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2238.0,USMAN ROAD SS,3.865,GENUS,19408979,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223803-11 KV  BAZULLAH  ROAD,2025,7,15684351.0,15504619.0,179732.0,1459645.0
223802,1584.0,0.0,284383.0,,3758530.0,,3681929.0,,2025-07-01,July,7,162.0,Chennai North,Chennai  Central,USMAN ROAD,USMANROAD,2238.0,USMAN ROAD SS,2.621,GENUS,19408978,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223802-11 KV  CHARI STREET,2025,7,3758530.0,3681929.0,76601.0,284383.0
223801,1300.0,1.0,1120474.0,297885.0,11762932.0,1144999.0,11586473.0,1144999.0,2025-07-01,July,7,54.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2238.0,USMAN ROAD SS,,GENUS,19408977,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0469,80.23349,00451H21,TNagar,223801-11 KV  LOCAL,2025,7,12907931.0,12731472.0,176459.0,1418359.0
223710,84.0,0.0,41170.0,,296272.0,,253528.0,,2025-07-01,July,7,,,,,,,,,,,,,,,,,,,,,,,2025,7,296272.0,253528.0,42744.0,41170.0
223703,23.0,0.0,4191.0,,44491.0,,41267.0,,2025-07-01,July,7,,,,,,,,,,,,,,,,,,,,,,,2025,7,44491.0,41267.0,3224.0,4191.0
223701,368.0,0.0,92277.0,,607275.0,,592881.0,,2025-07-01,July,7,,,,,,,,,,,,,,,,,,,,,,,2025,7,607275.0,592881.0,14394.0,92277.0
223011,2395.0,1.0,883712.0,13546.0,6018939.0,225364.0,5881637.0,225364.0,2025-07-01,July,7,53.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,2.461,L and T,19410180,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223011-11 KV SOUTH WEST BOAG ROAD,2025,7,6244303.0,6107001.0,137302.0,897258.0
223010,326.0,0.0,192892.0,,2633385.0,,2619303.0,,2025-07-01,July,7,156.0,Chennai North,Chennai  Central,T NAGAR SOUTH,T.NAGAR SOUTH,2230.0,MHU COMPOUND SS 33 KV,1.856,L and T,19410179,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223010-11 KV Ramanathan Feeder,2025,7,2633385.0,2619303.0,14082.0,192892.0
223009,541.0,1.0,94027.0,19258.0,1119477.0,140090.0,925745.0,140090.0,2025-07-01,July,7,52.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,1.415,L and T,X0857432,300.0,1.0,1.0,Output Feeder,11 KV,Non AG,NO,13.03035,80.23706,00457H21,TNagar,223009-11 KV Mambalam 0.25,2025,7,1259567.0,1065835.0,193732.0,113285.0
223008,1.0,0.0,16925.0,,274081.0,,,,2025-07-01,July,7,78.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2230.0,MHU COMPOUND SS 33 KV,1.109,HPL,05074287,300.0,300.0,100.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223008-SAIDAPET1,2025,7,274081.0,0.0,274081.0,16925.0
223006,111.0,2.0,380305.0,437803.0,5490736.0,5751501.0,5470584.0,5751501.0,2025-07-01,July,7,51.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,1.259,L and T,19409542,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223006-11 KV MOSQUE,2025,7,11242237.0,11222085.0,20152.0,818108.0
223005,2842.0,1.0,1446725.0,128776.0,11519256.0,1746218.0,11333327.0,1746218.0,2025-07-01,July,7,50.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,3.513,L and T,19409541,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223005-11 KV HOUSING BOARD,2025,7,13265474.0,13079545.0,185929.0,1575501.0
223004,45.0,0.0,22457.0,,161211.0,,150979.0,,2025-07-01,July,7,155.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR II,2230.0,MHU COMPOUND SS 33 KV,4.779,L and T,19409846,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223004-11 KV LOTUS COLONY,2025,7,161211.0,150979.0,10232.0,22457.0
223003,1235.0,2.0,772000.0,472882.0,9251927.0,1877498.0,9216108.0,1877498.0,2025-07-01,July,7,49.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,,L and T,19410176,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223003-11 KV USMAN ROAD,2025,7,11129425.0,11093606.0,35819.0,1244882.0
223002,868.0,1.0,402701.0,130000.0,5283200.0,831194.0,5326024.0,831194.0,2025-07-01,July,7,48.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,2.576,L and T,19410178,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223002-11KV MOTHILAL FDR,2025,7,6114394.0,6157218.0,-42824.0,532701.0
223001,2546.0,1.0,635368.0,105135.0,5014280.0,1563286.0,4967900.0,1563286.0,2025-07-01,July,7,47.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2230.0,MHU COMPOUND SS 33 KV,3.639,L and T,19410177,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.03035,80.23706,00457H21,TNagar,223001-11KV SADULLA FDR,2025,7,6577566.0,6531186.0,46380.0,740503.0
222816,731.0,3.0,46299.0,148033.0,706191.0,1566181.0,706191.0,1566181.0,2025-07-01,July,7,46.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,,L and T,19409578,200.0,200.0,1.0,Output Feeder,11 KV,Non AG,YES,13.054,80.25,00458C22,Mylapore,222816-THIRUMURTHY NAGAR,2025,7,2272372.0,2272372.0,0.0,194332.0
222810,102.0,1.0,101062.0,14663.0,1540642.0,381915.0,1544116.0,381915.0,2025-07-01,July,7,45.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.509,L and T,19409106,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0556,80.25248166,00458C22,Mylapore,222810-11 KV   CANARA BANK,2025,7,1922557.0,1926031.0,-3474.0,115725.0
222809,3.0,1.0,14974.0,254994.0,289467.0,1252708.0,289467.0,1252708.0,2025-07-01,July,7,44.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.92,L and T,19408847,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222809-11 KV  TELEPHONE EXCHANGE,2025,7,1542175.0,1542175.0,0.0,269968.0
222808,40.0,2.0,18736.0,296465.0,259225.0,3130274.0,259225.0,3130274.0,2025-07-01,July,7,43.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,2.795,HPL,19409290,400.0,400.0,1.0,Output Feeder,11 KV,Non AG,YES,13.0548,80.2507761,00458C22,Mylapore,222808-11 KV    EGMORE,2025,7,3389499.0,3389499.0,0.0,315201.0
222807,172.0,1.0,85738.0,597905.0,1580558.0,1322026.0,833833.0,1322026.0,2025-07-01,July,7,42.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.172,L and T,19408846,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222807-11 KV   JAWAHAR PLAZA,2025,7,2902584.0,2155859.0,746725.0,683643.0
222806,418.0,0.0,70988.0,,1077344.0,,1077344.0,,2025-07-01,July,7,161.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,,L and T,19409580,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222806-11 KV   LOCAL,2025,7,1077344.0,1077344.0,0.0,70988.0
222805,995.0,2.0,1149220.0,287140.0,12742207.0,3391986.0,11109647.0,3391986.0,2025-07-01,July,7,41.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,2.656,L and T,19408695,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222805-11 KV  MAHALINGAPURAM,2025,7,16134193.0,14501633.0,1632560.0,1436360.0
222804,230.0,0.0,5169.0,,70873.0,,64399.0,,2025-07-01,July,7,173.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.562,L and T,19408694,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0535,80.25089166,00458C22,Mylapore,222804-11 KV INDUSTRIAL,2025,7,70873.0,64399.0,6474.0,5169.0
222803,36.0,0.0,52806.0,,1032880.0,,1032880.0,,2025-07-01,July,7,174.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,1.767,L and T,19409577,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0531,80.25138166,00458C22,Mylapore,222803-11 KV  ADAYAR,2025,7,1032880.0,1032880.0,0.0,52806.0
222801,309.0,2.0,319754.0,418702.0,4572356.0,5159585.0,4566210.0,5159585.0,2025-07-01,July,7,40.0,Chennai North,Chennai  Central,NUNGAMBAKKAM,NUNGAMBAKKAM,2228.0,NUNGAMBAKKAM 33 KV   ,2.411,L and T,19409110,200.0,200.0,100.0,Output Feeder,11 KV,Non AG,YES,13.0541087,80.250107,00458C22,Mylapore,222801-11 KV  GEMINI,2025,7,9731941.0,9725795.0,6146.0,738456.0
222728,99.0,0.0,19613.0,,92295.0,,77888.0,,2025-07-01,July,7,196.0,Chennai North,Chennai  Central,SAIDAPET,SAIDAPET EAST,2227.0,SAIDAPET 3311KV SS,,SECURE,Q0792336,4000.0,400.0,100.0,Output Feeder,11 KV,Non AG,YES,13.024,80.23,00453H21,TNagar,222728-11KV TNHB FEEDER,2025,7,92295.0,77888.0,14407.0,19613.0
222727,304.0,0.0,339822.0,,4192013.0,,4141413.0,,2025-07-01,July,7,195.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,,SECURE,Q0792320,40000.0,400.0,100.0,Output Feeder,11 KV,Non AG,NO,13.024,80.23,00453H21,TNagar,222727-11KV PANPET,2025,7,4192013.0,4141413.0,50600.0,339822.0
222724,1556.0,1.0,170356.0,33841.0,1202095.0,378426.0,1169645.0,378426.0,2025-07-01,July,7,39.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2227.0,SAIDAPET 3311KV SS,3.159,L and T,19409046,600.0,600.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222724-11 KV  SASTHRI NAGAR,2025,7,1580521.0,1548071.0,32450.0,204197.0
222723,2326.0,0.0,729285.0,,3840416.0,,3505543.0,,2025-07-01,July,7,160.0,Chennai North,Chennai  Central,SAIDAPET,SAIDAPET EAST,2227.0,SAIDAPET 3311KV SS,1.875,GENUS,19409425,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222723-11 KV  TOADHUNTER NAGAR,2025,7,3840416.0,3505543.0,334873.0,729285.0
222708,4890.0,0.0,1042539.0,,5819083.0,,5970302.0,,2025-07-01,July,7,76.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,3.028,L and T,19409048,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222708-11 KV  LEVEL CRASSING,2025,7,5819083.0,5970302.0,-151219.0,1042539.0
222707,212.0,1.0,396839.0,,5170402.0,,4680621.0,,2025-07-01,July,7,38.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2227.0,SAIDAPET 3311KV SS,4.263,L and T,19409424,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222707-11 KV  NANDANAM,2025,7,5170402.0,4680621.0,489781.0,396839.0
222706,939.0,0.0,606289.0,,5761572.0,,5614018.0,,2025-07-01,July,7,74.0,Chennai North,Chennai  Central,T NAGAR SOUTH,T.NAGAR SOUTH,2227.0,SAIDAPET 3311KV SS,3.731,L and T,19409047,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222706-11 KV  CIT NAGAR,2025,7,5761572.0,5614018.0,147554.0,606289.0
222705,2974.0,0.0,222368.0,,1824077.0,,1661282.0,,2025-07-01,July,7,73.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,,L and T,19408925,600.0,600.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222705-11 KV 0.25  MHU (SAIDAPETSS),2025,7,1824077.0,1661282.0,162795.0,222368.0
222704,2312.0,0.0,1470316.0,,13389218.0,,13174580.0,,2025-07-01,July,7,75.0,Chennai North,Chennai  Central,SAIDAPET,SAIDAPET EAST,2227.0,SAIDAPET 3311KV SS,5.011,L and T,19408924,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222704-11 KV  Saidapet ,2025,7,13389218.0,13174580.0,214638.0,1470316.0
222703,2906.0,0.0,459831.0,,3792070.0,,3761945.0,,2025-07-01,July,7,72.0,Chennai North,Chennai  Central,SAIDAPET,SAIDAPET EAST,2227.0,SAIDAPET 3311KV SS,4.247,L and T,19408923,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222703-11 KV  GUINDY,2025,7,3792070.0,3761945.0,30125.0,459831.0
222702,528.0,1.0,273148.0,66360.0,2547777.0,1032137.0,2352315.0,1032137.0,2025-07-01,July,7,37.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2227.0,SAIDAPET 3311KV SS,1.66,L and T,19408922,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222702-11 KV  RAJBHAVAN,2025,7,3579914.0,3384452.0,195462.0,339508.0
222701,4854.0,0.0,1082792.0,,8591203.0,,8443640.0,,2025-07-01,July,7,71.0,Chennai North,Chennai  Central,SAIDAPET,CIT NAGAR I,2227.0,SAIDAPET 3311KV SS,3.458,L and T,19408921,300.0,300.0,1.0,Output Feeder,11 KV,Non AG,YES,13.02446,80.23012,00453H21,TNagar,222701-11 KV  KULAKARAI,2025,7,8591203.0,8443640.0,147563.0,1082792.0
222626,634.0,0.0,312951.0,,3996029.0,,3990977.0,,2025-07-01,July,7,158.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.001,L and T,19408788,600.0,100.0,600.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222626-11KV ARCOT STREET,2025,7,3996029.0,3990977.0,5052.0,312951.0
222624,422.0,1.0,302572.0,129140.0,3905760.0,1922200.0,3935858.0,1922200.0,2025-07-01,July,7,35.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,2.337,L and T,19408790,300.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222624-11 KV TTD,2025,7,5827960.0,5858058.0,-30098.0,431712.0
222623,234.0,1.0,459371.0,433104.0,6338498.0,1232803.0,6327496.0,1232803.0,2025-07-01,July,7,34.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,0.991,L and T,19408904,300.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222623-11 KVHOLY ANGLES,2025,7,7571301.0,7560299.0,11002.0,892475.0
222622,643.0,0.0,1152692.0,,15770808.0,,15273562.0,,2025-07-01,July,7,171.0,Chennai North,Chennai  Central,THYAGARAJ NAGAR,T.NAGAR EAST,2226.0,MAMBALAM 33 KV,1.412,SECURE,Q0792322,30000.0,100.0,300.0,Output Feeder,11 KV,Non AG,YES,13.0934,80.2394,00454H21,TNagar,222622-11 KVPONDY BAZAAR,2025,7,15770808.0,15273562.0,497246.0,1152692.0
